C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_291.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_291.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_291.jpg,0,0,0,0.000114279
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_392.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_392.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_392.jpg,0,0,0,0.000112481
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_494.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_494.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_494.jpg,0,0,0,0.000112624
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_595.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_595.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_595.jpg,0,0,0,0.000112763
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_715.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_715.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_715.jpg,0,0,0,0.000112658
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_822.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_822.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_822.jpg,0,0,0,0.000112271
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_15_929.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_15_929.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_15_929.jpg,0,0,0,0.000112447
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_16_048.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_16_048.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_16_048.jpg,0,0,0,0.00011226
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_16_162.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_16_162.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_16_162.jpg,0,0,0,0.000112248
C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\center_2023_06_19_19_42_16_262.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\left_2023_06_19_19_42_16_262.jpg, C:\Users\irvin\OneDrive\Maestría\Navegación Autónoma\Trabajo Final\simulator-windows-64\IMG\right_2023_06_19_19_42_16_262.jpg,0,0,0,0.000112691
